cleaned_text,tokens
"Marge, you're as pretty as Princess Leia and as smart as Yoda.",marge pretty princess leia smart yoda
"Marge, there's something I want to ask you. But I'm afraid, because if you say no it'll destroy me and make me a criminal.",marge want ask afraid destroy criminal
"Oh, I wrote down what I was gonna say on a card. Stupid thing must have fallen out of my pocket.",oh write go to card stupid thing fall pocket
"Woo hoo! Woo hoo! Yeah! She's gonna marry me. In your face, everybody... Woo hoo!",woo hoo woo hoo yeah go to marry face everybody woo hoo
"Let's see... Bart, Cart, Dart, Eeart... Nope, can't see any problem with that. Wow! I'll take that ring!",let bart cart dart eeart nope problem wow ring
"Finally, the big day came. We didn't have much money, so we went to a quaint little chapel just across the state line.",finally big day come money go quaint little chapel state line
"Marge, I'm sorry. I wish I could afford a better place.",marge sorry wish afford well place
Baby to Marge. Baby to Marge. Wah! Wah! Over.,baby marge baby marge wah wah
"Hey, why don't I apply at the nuclear power plant? I hear they pay pretty well.",hey apply nuclear power plant hear pay pretty
Well... It takes me a long time to learn anything... I'm kind of a goof-off...,take long time learn kind goof
"I swear to you, when you come out of there, the first thing you're gonna see is a man with a good job.",swear come thing go to man good job
"... And when ye tallow hardens, we remove it from yon mold.",ye tallow harden remove yon mold
"Good evening, Madame. You have been selected by the good people of Slash-Co to reap the benefits of their new Nev-R-Dull knife-edge. Here... shake hands with the Slash-Co.",good evening madame select good people slash co reap benefit new nev r dull knife edge shake hand slash
"""Dear Marge... By the time you read this, I will be gone. You deserve all the finest things in the world. And although I can give them to you, they will be repossessed and I will be hunted down like a dog. Also, it has become clear that your family doesn't want me here.""",dear marge time read go deserve fine thing world repossess hunt like dog clear family want
"Oh, c'mon, honey. You know how it turns out. After all, you wouldn't be here today if I hadn't become the responsible head of a household.",oh honey know turn today responsible head household
"No, Marge, I just can't. I mean, look at me. I'm a Trainee... They won't even tell me what's in the secret sauce. But I can't buy you a decent wedding ring.",marge mean look trainee will tell secret sauce buy decent wedding ring
"Well, listen to me, Mr. Bigshot... if you're looking for the kind of employee who takes abuse and never sticks up for himself... I'm your man. You can treat me like dirt and I'll still kiss your butt and call it ice cream. And if you don't like it... I can change!!",listen bigshot look kind employee take abuse stick man treat like dirt kiss butt ice cream like change
I got the job. I got the job! Whoo hoo! Only in America could I get a job!,get job get job whoo hoo america job
"No, you listen! This is my wife and this is my kid, and I'm paying for this delivery, so if you want to stay, you better give me some respect!",listen wife kid pay delivery want stay well respect
"And tomorrow morning, I'm gonna buy your ring back! Then I'm going house-hunting!",tomorrow morning go to buy ring go house hunting
"Hey, as long as he's got eight fingers and eight toes, he's fine by me.",hey long get finger toe fine
"Y'know, son, the day you were born I received the greatest gift a man could have.",son day bear receive great gift man
"Y'know, Marge. Bart's really gonna like my birthday present this year. It won't be like those shoe trees I got him last year... or the shelf paper I bought him for Christmas. I'll buy his love yet.",marge bart go to like birthday present year will like shoe tree get year shelf paper buy christmas buy love
"Bart, I'll bet you think nothin's gonna top that cactus. Well, check out my present!",bart bet think nothin go to cactus check present
WE GOT A GREAT BIG CON-VOY / ROCKIN' THROUGH THE NIGHT / WE GOT A GREAT BIG CON-VOY / AIN'T SHE A BEAUTIFUL SIGHT / CON-VOY,got great big con voy rockin night got great big con voy beautiful sight con voy
"Marge, we need some more vanilla-chocolate-and-strawberry ice cream.",marge need vanilla chocolate strawberry ice cream
Just promise me you won't play anymore practical jokes.,promise will play anymore practical joke
"Don't worry, son. Just 'cause you're trapped in a hole doesn't mean you can't live a rich full life. I brought you your Krusty doll...",worry son trap hole mean live rich life bring krusty doll
"Don't worry son, they're gonna make sure no one ever falls down this well again.",worry son go to sure fall
"Oooh, that's a big lock all right. I just don't trust that guy.",oooh big lock right trust guy
"Ugh, this is ridiculous. What am I supposed to do? Lisa, who do you think's gonna win? The Bengals or the Dolphins?",ugh ridiculous suppose lisa think go to win bengals dolphins
"Good, good. Moe, fifty dollars on the Miami Dolphins.",good good moe dollar miami dolphins
"Uh-oh. You see, Lisa, Daddy's friend Moe promised to give him fifty dollars if the Dolphins won the game.",uh oh lisa daddy friend moe promise dollar dolphins win game
"Well, I wouldn't call it a bet. It's a little thing Daddies do to make football more exciting.",bet little thing daddy football exciting
And don't you like ice cream better when it's covered with hot fudge and mounds of whipped cream and chopped nuts and -- oh -- those crumbled up cookie things they mash up... hmmm. Crumbled up cookie things...,like ice cream well cover hot fudge mound whip cream chop nut oh crumble cookie thing mash hmmm crumble cookie thing
"You'd think that wouldn't you. But you see Lisa, your mother has this crazy idea that gambling is wrong. Even though they say it's okay in the Bible.",think lisa mother crazy idea gambling wrong okay bible
"Uh... somewhere in the back. The point is we had a great time today. And to keep it that way, let's not tell your mother about our little wager. Okay?",uh point great time today way let tell mother little wager okay
Sure! You'll find it gets rid of the unpleasant after-taste of church.,sure find get rid unpleasant taste church
"Lisa, you've picked the winner every time! You must have some kind of special gift.",lisa pick winner time kind special gift
"Oh, my little girl says the cutest things.",oh little girl say cut thing
I used to hate the smell of your sweaty feet. Now it's the smell of victory.,hate smell sweaty foot smell victory
"Well, Lisa, it's Daddy-Daughter day and Daddy needs daughter's picks.",lisa daddy daughter day daddy need daughter pick
"Boy, I know you're gonna like your present.",boy know go to like present
"All right. If you must know, Lisa and I have been gambling on pro football.",right know lisa gamble pro football
"But Marge, she never loses. She's got a gift. Aren't parents supposed to encourage their kids whenever they show talent?",marge lose get gift parent suppose encourage kid talent
"Only in forty-eight states. Besides, it's a victimless crime. The only victim is Moe, heh, heh, heh. And it's brought Lisa and me together.",state victimless crime victim moe heh heh heh bring lisa
"Look, what's the problem? The kids are happy, you smell like Meryl Streep, and I've got that foot massager I've always wanted.",look problem kid happy smell like meryl streep get foot massager want
"Well, that sounds great honey, but next Sunday I'm going bowling with Barney.",sound great honey sunday go bowl barney
"Don't worry, the new football season is only seven months away.",worry new football season seven month away
"Look Lisa, I bought you a Malibu Stacey Chinchilla coat.",look lisa buy malibu stacey chinchilla coat
"Look Lisa, honey, I'm sorry I hurt your feelings. But I really had a good time watching football with you. And I think you had a good time with me.",look lisa honey sorry hurt feeling good time watch football think good time
"Lisa, do me a favor. Complete this sentence: ""Daddy should bet all his money on...""",lisa favor complete sentence daddy bet money
